"Headline","Publisher","Date"
"Police looking for killed woman's phone and bag","Newshub","2020-01-04"
"Toddler rescued from Mission Bay fountain in serious condition","New Zealand Herald","2020-01-04"
"Police arrest two North Shore men following separate road rage attacks, victims both knocked out","New Zealand Herald","2020-01-04"
"Wellington's 'guilty secret': Legacy landfill seeps orange sludge onto popular beaches","Newshub","2020-01-04"
"Woman's spine curved by arthritis, straightened by surgery","Stuff.co.nz","2020-01-04"
"Motorist seriously injured after car plunges off 30-metre cliff near Nelson, motorist killed in Lower Kaimai ranges named","New Zealand Herald","2020-01-04"
"Two people injured after car falls down cliff in Marlborough","TVNZ","2020-01-04"
"Crash blocks State Highway 1 north of Auckland","TVNZ","2020-01-04"
"Where's summer? Cool and windy week ahead","Otago Daily Times","2020-01-04"
"Weather: It won't feel like summer for next week","New Zealand Herald","2020-01-04"
"Most Kiwis aren't going to like this 7 day weather forecast (+4 Gust Maps)","WeatherWatch.co.nz","2020-01-04"
"Dunedin couple towing coffin to Parliament in bid to double Pharmac budget","Newshub","2020-01-04"
"Daughter's plight spurs cycle odyssey","Otago Daily Times","2020-01-04"
"Couple to tow coffin to Parliament in Pharmac funding protest","Newstalk ZB","2020-01-04"
"Power outages across parts of Cromwell, Wanaka and Queenstown","Stuff.co.nz","2020-01-04"
"Water restrictions for New Plymouth district","Stuff.co.nz","2020-01-04"
"Temperatures down, risk of severe gales in coming days","Stuff.co.nz","2020-01-04"
"NZTA issues traffic warnings as massive queues of cars paralyse Auckland highway","Newshub","2020-01-04"
"Traffic chaos: Motorists warned of delays heading north of Auckland","Stuff.co.nz","2020-01-04"
"Overflowing South Canterbury dams allowed to spill after rains","Stuff.co.nz","2020-01-04"
"Multiple vehicles crash on Lindis, no injuries","Otago Daily Times","2020-01-04"
"One person received minor injuries in two-vehicle crash on Lindis Pass","Stuff.co.nz","2020-01-04"
"Multiple vehicles crash on Lindis, traffics backs up","Otago Daily Times","2020-01-04"
"Wellington investigates narrow 'cycle way' in CBD","Newstalk ZB","2020-01-04"
"Stone symposium back for another year on New Plymouth's foreshore","Stuff.co.nz","2020-01-04"
"Goal of new NZEI president Liam Rutherford to ensure voice of teachers helps steer schooling reforms","Stuff.co.nz","2020-01-04"
"Two people critical after incidents in Papamoa streets","New Zealand Herald","2020-01-04"
"What's On: Bay Dreams and horse races - The Bay's News First","SunLive","2020-01-04"
"Police release name of Athol fatal crash victim","Stuff.co.nz","2020-01-04"
"'The public deserves to know why' - National intensifies calls for inquiry into Pharmac after fifth death linked to epilepsy drug Logem","New Zealand Herald","2020-01-04"
"Hundreds mourn for parents, daughter, killed in Whakaari/ White Island disaster, as injured son watches funeral from hospital","TVNZ","2020-01-04"
"Beached as: Monster manta ray first to wash up in New Zealand sending stunned scientists to Northland beach","New Zealand Herald","2020-01-04"
"Four days, two homicides: Man charged with murder after Waihi Beach firearms incident","New Zealand Herald","2020-01-05"
"Murder charge, arrest after Waihi Beach weekend death","Stuff.co.nz","2020-01-05"
"One dead following Waihi incident","TVNZ","2020-01-05"
"Man arrested for murder at Waihi Beach - The Bay's News First","SunLive","2020-01-05"
"Death in Waihi Beach after 'incident' - police","RNZ","2020-01-05"
"Locals scramble to wet down pod of whales washed up on Coromandel beach","TVNZ","2020-01-05"
"Letters from late father propels humanitarian entrepreneur forward","Stuff.co.nz","2020-01-05"
"72-year-old first-home buyer: I wanted my own front door","Stuff.co.nz","2020-01-05"
"Motorcyclist dies after crash on rural property in Taranaki village of Midhirst","New Zealand Herald","2020-01-05"
"Thousands of kittens expected to be handed in over summer","Otago Daily Times","2020-01-05"
"Weather: Fierce winds to slam New Zealand, Kiwis should watch warnings","Newshub","2020-01-05"
"Summer holidays are over: Campers and drivers warned of gale force winds","Stuff.co.nz","2020-01-05"
"Forecasters warns campers of severe winds - The Bay's News First","SunLive","2020-01-05"
"Wind warning for South","Otago Daily Times","2020-01-05"
"Batten down the hatches: Wind gusts up to 130km/h as wild weather approaches New Zealand","New Zealand Herald","2020-01-05"
"Search underway for two people missing in Bay of Plenty river","Stuff.co.nz","2020-01-05"
"Over 1000 people report feeling deep earthquake centred off Coromandel coast","TVNZ","2020-01-05"
"Southland firefighters ready to head back to Australian bush fires","Stuff.co.nz","2020-01-05"
"More NZ firefighters heading to Australia to help battle bush fires","New Zealand Herald","2020-01-05"
"Australian bushfires: NZ to send more firefighters","Newshub","2020-01-05"
"Opinion: Red sky at noon - climate change, the Australian bushfires and NZ's orange skies","Newshub","2020-01-05"
"Australian fires a glimpse of our future","Stuff.co.nz","2020-01-05"
"Herald midday quiz: January 4","New Zealand Herald","2020-01-05"
"Police ask for public's help to find missing 82-year-old Ngaruawahia man","Stuff.co.nz","2020-01-05"
"Bay Dreams brawl caught on video","Newshub","2020-01-05"
"Watch: Bay Dreams descends into chaos after wild brawl erupts amongst festival-goers","TVNZ","2020-01-05"
"Mass brawl at Bay Dreams in Bay of Plenty","Stuff.co.nz","2020-01-05"
"Bay Dreams brawl: Arrests for disorder, drug possession","Otago Daily Times","2020-01-05"
"Bay Dreams brawl: Arrests for disorder and drug possession at festival","New Zealand Herald","2020-01-05"
"Pair found dead at Papatoetoe property named","Otago Daily Times","2020-01-05"
"Police confirm killed Papatoetoe woman's identity","Newshub","2020-01-05"
"Woman found dead in Papatoetoe home named","RNZ","2020-01-05"
"Papatoetoe tragedy: Family says couple were having marital issues","Newstalk ZB","2020-01-05"
"Papatoetoe deaths: Names of couple revealed","Stuff.co.nz","2020-01-05"
"Quiz: Afternoon trivia challenge January 4, 2020","Stuff.co.nz","2020-01-05"
"Couple deceived into buying $1.2 million leaky home, High Court finds","Stuff.co.nz","2020-01-05"
"Herald afternoon quiz: January 4","New Zealand Herald","2020-01-05"
"Lucky Lotto player wins $1 million in Alexandra, Central Otago","Stuff.co.nz","2020-01-05"
"Highway hell: Packed roads expected as Kiwis flood home from holidays","New Zealand Herald","2020-01-05"
"Councils use CCTV cameras to issue hundreds of parking tickets a week","Stuff.co.nz","2020-01-05"
"Aucklanders flock to smell rotting corpse flower","Newshub","2020-01-05"
"West Coast council expects profits from 1080","Otago Daily Times","2020-01-05"
"Pedestrian dead after crash at South Auckland motorway on-ramp","TVNZ","2020-01-05"
"Multiple people dead in separate road crashes in North Island","RNZ","2020-01-05"
"Pedestrian dies in crash near Otara","Stuff.co.nz","2020-01-05"
"Pedestrian killed on motorway on-ramp in South Auckland","New Zealand Herald","2020-01-05"
"Kawerau residents told to boil drinking water due to E coli","New Zealand Herald","2020-01-05"
"Woman who died after car rolled onto her tent at Tokerau Beach named by police","New Zealand Herald","2020-01-05"
"Great white shark 'kicked by group' at Orewa Beach, Auckland","Stuff.co.nz","2020-01-05"
"Investigation launched after shark allegedly dragged from water","RNZ","2020-01-05"
"Two sharks found washed up on Auckland's Muriwai beach","New Zealand Herald","2020-01-05"
"'We're taking this home to feed everyone' - Alleged Orewa shark killers","Newshub","2020-01-05"
"Great white shark kicked to death by mob who posed for selfies with carcass","Daily Star","2020-01-05"
"Car crash at South Island rodeo protest","Stuff.co.nz","2020-01-05"
"Thousands potentially overcharged at Auckland Transport's Downtown and Civic car parks","Stuff.co.nz","2020-01-05"
"Person killed, another injured in serious crash at Northland beach town","TVNZ","2020-01-05"
"Nelson comes to life for Bay Dreams festival","Stuff.co.nz","2020-01-05"
"Orere Point brawl: Men 'rumbling hardout' at south Auckland holiday spot","Stuff.co.nz","2020-01-05"
"Partner believes new epilepsy drug had role in death","Otago Daily Times","2020-01-05"
"'Something in that medication scared us': Young mum tried to resuscitate partner after epilepsy drug switch","Stuff.co.nz","2020-01-05"
"Growing calls for inquiry into epilepsy drug switch after fifth death","Newshub","2020-01-05"
"Woodhouse presses for epilepsy drug inquiry","Otago Daily Times","2020-01-05"
"'Enough is enough': Renewed calls for ministerial inquiry into Pharmac epilepsy drugs after fifth death","Stuff.co.nz","2020-01-05"
"Nurse says NZ emergency rooms dangerously understaffed, speaks of baby nearly dying in waiting room","TVNZ","2020-01-05"
"Nurse says emergency room dangerously understaffed","Stuff.co.nz","2020-01-05"
"Flyer back in operation this year","Otago Daily Times","2020-01-05"
"Kingston Flyer may be back in operation this year","RNZ","2020-01-05"
"Fire rages near properties in Waipukurau, Hawke's Bay after rubbish dump catches alight","New Zealand Herald","2020-01-05"
"Victim named following launch of homicide investigation at Bowentown near Waihi Beach","New Zealand Herald","2020-01-05"
"Photoshop fail? Council celebrates New Year with suspect perfect fireworks image, says it's from RWC","Stuff.co.nz","2020-01-05"
"Police name man who died in fatal SH1 crash near Waipu, Northland","Stuff.co.nz","2020-01-05"
"'There's too many dying': Westland Petrels dazed by LED street lamps","New Zealand Herald","2020-01-05"
"'There's too many dying' - Westland Petrels dazed by LED street lamps","TVNZ","2020-01-05"
"Elderly man pulled from water in 'dramatic' rescue by residents at Karaka Bay, Auckland","Stuff.co.nz","2020-01-05"
"NZ paraglider achieves record 197km flight across the South Island","Stuff.co.nz","2020-01-05"
"'Thicker smoke' blows over Auckland, North Island, haze to last days","Newshub","2020-01-05"
"Murdered woman's bag, phone missing","Stuff.co.nz","2020-01-05"
"Police name woman killed in Nelson car crash","Stuff.co.nz","2020-01-05"
"Quiz: Afternoon trivia challenge January 3, 2020","Stuff.co.nz","2020-01-05"
"Police car struck with axe, officers injured in dramatic chase through Rotorua","New Zealand Herald","2020-01-05"
"Police car struck with axe, officers injured in dramatic chase","Newstalk ZB","2020-01-05"
"Police car struck with axe in Rotorua, officers injured during pursuit","Newshub","2020-01-05"
"Police car hit with axe, two officers injured following Rotorua chase","TVNZ","2020-01-05"
"Holiday traffic: Huge delays expected this weekend","Newshub","2020-01-05"
"Holiday traffic chaos: When to hit the roads to avoid the 'red zone'","New Zealand Herald","2020-01-05"
"Holiday chaos: everything you need to know to avoid the tourist traffic","NZME","2020-01-05"
"Police arrest two North Shore men following separate road rage attacks, victims both knocked out","New Zealand Herald","2020-01-05"
"Woman's spine curved by arthritis, straightened by surgery","Stuff.co.nz","2020-01-05"
"Former South Canterbury cop and council candidate Greg Reid killed in Australian train crash","Stuff.co.nz","2020-01-05"
"Amid climate change concerns, big gains for Tonga's weather forecasts, with help from Niwa","Stuff.co.nz","2020-01-05"
"What's coming for Christchurch in 2020?","Stuff.co.nz","2020-01-05"
"Police release name of American White Island victim who died just before Christmas","TVNZ","2020-01-05"
"Whakaari/White Island victim 17 named","Stuff.co.nz","2020-01-05"
"White Island eruption: Family of injured White Island Tours guide Jake Milbank 'so thankful' to rescuers","New Zealand Herald","2020-01-05"
"New Zealand volcano victim, 19, lost nearly all his skin in blast that caused burns to 80% of his body","The Sun","2020-01-05"
"White Island volcano survivor jake Milbank, 19, is 'awake and talking' burns to 80 per cent of body","Daily Mail","2020-01-05"
"Thieves steal bikes from Hamilton childcare centre","Stuff.co.nz","2020-01-05"
"Wellington's 'guilty secret': Legacy landfill seeps orange sludge onto popular beaches","Newshub","2020-01-05"
"The Press' best photos of 2019 - part two","Stuff.co.nz","2020-01-05"
"Dunedin couple towing coffin to Parliament in bid to double Pharmac budget","Newshub","2020-01-05"
"Couple to tow coffin to Parliament in Pharmac funding protest","Newstalk ZB","2020-01-05"
"Daughter's plight spurs cycle odyssey","Otago Daily Times","2020-01-05"
"Where's summer? Cool and windy week ahead","Otago Daily Times","2020-01-05"
"Weather: It won't feel like summer for next week","New Zealand Herald","2020-01-05"
"Most Kiwis aren't going to like this 7 day weather forecast (+4 Gust Maps)","WeatherWatch.co.nz","2020-01-05"
"One dead in Orewa home garage fire","New Zealand Herald","2020-01-05"
"Person dead after suspected smoke inhalation in Auckland","Newshub","2020-01-05"
"Two people injured after car falls down cliff in Marlborough","TVNZ","2020-01-05"
"Motorist seriously injured after car plunges off 30-metre cliff near Nelson, motorist killed in Lower Kaimai ranges named","New Zealand Herald","2020-01-05"
"Overflowing South Canterbury dams allowed to spill after rains","Stuff.co.nz","2020-01-05"
"Hackles raised over proposed cat ban in new suburb","Stuff.co.nz","2020-01-05"
"Great feedback on new gadgets for Marlborough-Nelson Marine Radio","Stuff.co.nz","2020-01-05"
"NZ farmers offering free accommodation to fellow Australian farmers 'humbled' by 'Kiwi spirit'","Newshub","2020-01-05"
"Wellington investigates narrow 'cycle way' in CBD","Newstalk ZB","2020-01-05"
"Stone symposium back for another year on New Plymouth's foreshore","Stuff.co.nz","2020-01-05"
"Water restrictions for New Plymouth district","Stuff.co.nz","2020-01-05"
"Goal of new NZEI president Liam Rutherford to ensure voice of teachers helps steer schooling reforms","Stuff.co.nz","2020-01-05"
"Hundreds mourn for parents, daughter, killed in Whakaari/ White Island disaster, as injured son watches funeral from hospital","TVNZ","2020-01-05"
"Smokey orange skies: The health effects and science behind it","Stuff.co.nz","2020-01-07"
"Sepia skies and the science behind it","Otago Daily Times","2020-01-07"
"Australia bushfires: Yellow Auckland sky could return but wind change will shift it","Stuff.co.nz","2020-01-07"
"Massive plume of Australian bushfire smoke moves from New Zealand to Chile","New Zealand Herald","2020-01-07"
"Weather: Southwesterly winds pull Australian bushfire smoke away from New Zealand","New Zealand Herald","2020-01-07"
"Christchurch woman killed while working on the street 'would've fought for her life'","Stuff.co.nz","2020-01-07"
"Karaoke businessman and 'wife' ordered to give up $2.15m in assets, including east Auckland house","New Zealand Herald","2020-01-07"
"Large fire burns through forest north of Napier","Newshub","2020-01-07"
"Hawke's Bay forest fire: Fire crews will let it burn overnight and start again at first light","New Zealand Herald","2020-01-07"
"Napier forest fire spreads to 140 hectares","Stuff.co.nz","2020-01-07"
"Tangoio Settlement Road fire","New Zealand Herald","2020-01-07"
"Napier blaze: High winds could hamper firefighters","Otago Daily Times","2020-01-07"
"Severe winds lift roofs, cut power across in Dunedin","TVNZ","2020-01-07"
"Quiz: Morning trivia challenge January 7","Stuff.co.nz","2020-01-07"
"Mike King recovering in Waikato Hospital after motorcycle crash","TVNZ","2020-01-07"
"'Long lost grand-daughter' ripped off dementia sufferer","Stuff.co.nz","2020-01-07"
"Record-breaking end to 2019 for property market, Realestate.co.nz says","Stuff.co.nz","2020-01-07"
"Property market: Decade ends with record-high asking prices, low stock, few new listings","Newshub","2020-01-07"
"New Plymouth couple celebrate 70 years of wedded bliss","Stuff.co.nz","2020-01-07"
"Weather: Strong winds cut electricity across North Island regions","Newshub","2020-01-07"
"Weather: 'Widespread damage' as Manawatu hit with gale-force winds","Stuff.co.nz","2020-01-07"
"Strong winds cut electricity across North Island regions","RNZ","2020-01-07"
"Why police say you shouldn't shorten the year '2020' to '20'","TVNZ","2020-01-07"
"Pregnant woman tells of aiding man shot on Christchurch bridge","New Zealand Herald","2020-01-07"
"Police hunting gunman after Christchurch shooting","Stuff.co.nz","2020-01-07"
"Pregnant woman helped man shot on Christchurch bridge","Otago Daily Times","2020-01-07"
"Manhunt in Christchurch after 29yo shot on bridge","RNZ","2020-01-07"
"Police have strong leads in hunt for gunman who shot man on bridge in Woolston, Christchurch","New Zealand Herald","2020-01-07"
"Delays on Auckland's southern motorway after crash","TVNZ","2020-01-07"
"Family rescued after being caught out by rapids in Motueka River","Stuff.co.nz","2020-01-07"
"Inexperienced group with wrong equipment rescued after 'dangerous' kayaking mission down rapids","TVNZ","2020-01-07"
"Family ends up in dangerous situation on Motueka River during kayaking excursion","RNZ","2020-01-07"
"Dramatic rescue of family from raging Motueka River rapids","New Zealand Herald","2020-01-07"
"Police dive squad finds body in search for missing Ngaruawahia man","New Zealand Herald","2020-01-07"
"Four people remain in critical condition in NZ hospitals after Whakaari/White Island eruption","TVNZ","2020-01-07"
"Whakaari/White Island remains active, no-go zone reduced","RNZ","2020-01-07"
"Cadaver skin and plastic surgery: How the White Island survivors are being treated","Irish Times","2020-01-07"
"Wild winds down trees in Dunedin","Otago Daily Times","2020-01-07"
"Yachties found safe and well after mayday calls in Bay of Plenty","New Zealand Herald","2020-01-07"
"Missing woman's family desperate for clues to disappearance","Stuff.co.nz","2020-01-07"
"Magnitude 4.7 earthquake near Te Anau","Stuff.co.nz","2020-01-07"
"Man sentenced for punching Rotorua Intermediate teacher in head outside school","New Zealand Herald","2020-01-07"
"'Major' gas leak sparks evacuation after truck hits main in Mt Wellington, Auckland","Stuff.co.nz","2020-01-07"
"Mayor's heart attack 'surreal'","Otago Daily Times","2020-01-07"
"When pain doesn't kick in","Stuff.co.nz","2020-01-07"
"Heart attack: Spotting this on your skin could signal risk of deadly condition","Express","2020-01-07"
"Coromandel beachgoers help re-float stranded pilot whales","TVNZ","2020-01-07"
"Common dolphin found dead in Wellington's Evans Bay","New Zealand Herald","2020-01-07"
"DoC on standby in case whales rescued on Coromandel Peninsula return","Newshub","2020-01-07"
"Hundreds of beachgoers race to save pilot whales stranded in Coromandel","1 NEWS","2020-01-07"
"Whales stranded, refloated on Coromandel","Otago Daily Times","2020-01-07"
"Staying connected helps mental health in elderly","Stuff.co.nz","2020-01-07"
"Murder charge, arrest after Waihi Beach weekend death","Stuff.co.nz","2020-01-07"
"Waihi beach residents shouldn't worry after two deaths on same street are 'just a coincidence'- Mayors","Newshub","2020-01-07"
"Man charged with murder following fatal incident at Waihi property","TVNZ","2020-01-07"
"One person dead following Waihi Beach incident - The Bay's News First","SunLive","2020-01-07"
"Second death in beach town leaves community on edge","Otago Daily Times","2020-01-07"
"Australia bushfires reaching Taranaki ex-pats","Stuff.co.nz","2020-01-07"
"'Pain for gain': Full speed on roadworks may delay commuters","Stuff.co.nz","2020-01-07"
"Constant thefts leave dairy and convenience store workers feeling helpless","Stuff.co.nz","2020-01-07"
"Toxic algae found in North Canterbury's Ashley River","Stuff.co.nz","2020-01-07"
"Turtle reunited with her Waikato family after disappearing seven years ago","TVNZ","2020-01-07"
"Person dead in Ohakune quad bike accident","New Zealand Herald","2020-01-07"
"Person dead after falling from quad bike in Ohakune","TVNZ","2020-01-07"
"Person dies in Ohakune quad bike accident","Otago Daily Times","2020-01-07"
"Southland farmer fears M bovis back","Otago Daily Times","2020-01-07"
"Farmer fears M.bovis back on property despite culling of 1700 cattle","New Zealand Herald","2020-01-07"
"Southland farmer fears M.bovis back on property despite culling of 1700 cattle","TVNZ","2020-01-07"
"Farmer fears M bovis back on property despite culling of 1700 cattle","Newshub","2020-01-07"
"South Auckland social agency not happy with Mayor Phil Goff's housing and transport spiel","New Zealand Herald","2020-01-07"
"South Auckland social agency unhappy with Mayor Phil Goff's housing, transport spiel","Stuff.co.nz","2020-01-07"
"Auckland's port move: New Year brings new approach to city's biggest question","Stuff.co.nz","2020-01-07"
"Police investigating Punakaiki's damaged water supply","Stuff.co.nz","2020-01-07"
"Dairy and humans to blame as many NZ swimming spots go to rot","Stuff.co.nz","2020-01-07"
"Four injured after car hits parked car on busy Christchurch road","Stuff.co.nz","2020-01-07"
"Hamilton man facing $1.7m theft charge locked in Singapore prison","New Zealand Herald","2020-01-07"
"Waihi Beach murder accused appears in court","New Zealand Herald","2020-01-07"
"NZ Defence Force sending helicopters and crew to help fight Australian bushfires","Stuff.co.nz","2020-01-07"
"'That's ridiculous': Huge 196km/h gust on edge of Hawke's Bay stuns meteorologist","New Zealand Herald","2020-01-07"
"Australia bushfires: New Zealand Defence Force sending support to Australia","Newshub","2020-01-07"
"NZDF training on hold in Iraq after drone strike triggers Middle East tensions","Stuff.co.nz","2020-01-07"
"NZ puts training mission in Iraq on hold amid tension","New Zealand Herald","2020-01-07"
"Watch: RNZAF helicopter loaded onto plane at Ohakea before trans-Tasman journey to fight bushfires","TVNZ","2020-01-07"
"Middle East: 'Mission creep' warning for NZ as election year dawns","Stuff.co.nz","2020-01-07"
"Cuba St pipe to blame for wastewater gushing into Wellington Harbour","Stuff.co.nz","2020-01-07"
"Washing up near you in Hawke's Bay? Scientists lose $150000 worth of earthquake instruments from Hikurangi subduction zone","New Zealand Herald","2020-01-07"
"Wind warning strengthened for South","Otago Daily Times","2020-01-07"
"Weather: Fierce winds to slam New Zealand, Kiwis should watch warnings","Newshub","2020-01-07"
"Summer holidays are over: Campers and drivers warned of gale force winds","Stuff.co.nz","2020-01-07"
"Forecasters warns campers of severe winds - The Bay's News First","SunLive","2020-01-07"
"Severe winds forecast for South Island, MetService warns","TVNZ","2020-01-07"
"Fernhill fire: Police divert traffic from fire choking State Highway 50","New Zealand Herald","2020-01-07"
"Two people arrested after attempted dairy robbery in Taranaki","Stuff.co.nz","2020-01-07"
"Police release name of woman killed in car crash near Winton","Stuff.co.nz","2020-01-07"
"Blenheim driver appears in court after pedestrian fatality","Stuff.co.nz","2020-01-07"
"Agriculture student from Chile killed in crash near Ashburton","Stuff.co.nz","2020-01-07"
"It's official: Wellington's summer is far from perfect","Stuff.co.nz","2020-01-07"
"Kawerau district boiling water for next three days at least","New Zealand Herald","2020-01-07"
"Security breach at Auckland Airport halts departing international flights, screening","Newshub","2020-01-07"
"Caravan blown over by strong winds","Stuff.co.nz","2020-01-07"
"Southland Hospital operated close to capacity for more than half of last year","Stuff.co.nz","2020-01-07"
"Child in serious condition after water incident at Mission Bay","TVNZ","2020-01-07"
"Scrub fire closes lane on State Highway 1 near Marton","Stuff.co.nz","2020-01-07"
"SH1 under traffic management, train service paused as crews battle fire near Marton","New Zealand Herald","2020-01-07"
"Traffic chaos expected as holidaymakers return, NZTA warns","TVNZ","2020-01-07"
"Warning for motorists: Traffic chaos expected on Sunday as people head home for work","Newshub","2020-01-07"
"Thousands of kittens expected to be abandoned over Kiwi summer","TVNZ","2020-01-07"
"Southland family eager to bring their brother home","Stuff.co.nz","2020-01-07"
"Tong: Don't stuff around if you are unwell","Stuff.co.nz","2020-01-07"
"Christchurch 'corpse flower' opening up for the first time","Stuff.co.nz","2020-01-07"
"Timaru skipper and rescuer meet 50 years after dramatic rescue effort","Stuff.co.nz","2020-01-07"
"Central district road toll down by a third but still far too high for police","Stuff.co.nz","2020-01-07"
"'I found him': Woman estranged from father for over 26 years until mum spots him on Newshub","Newshub","2020-01-07"
"New Zealand woman Kelly Francis meets her father after 26 years when her mother saw him on the news","Daily Mail","2020-01-07"
"Driver who crashed outside rodeo 'embarrassed' by finger-pulling antics","Stuff.co.nz","2020-01-07"
"Funeral held for woman slain in Papatoetoe tragedy, son fights for life","Otago Daily Times","2020-01-07"
"Papatoetoe family tragedy: 'Lion' mum farewelled as little boy fights for life in Starship","New Zealand Herald","2020-01-07"
"Young professionals squeezed out of rental market in Wellington","Newstalk ZB","2020-01-07"
"Rental squeeze: Easier to find a job in Wellington than a flat, says professional on $100000 salary","New Zealand Herald","2020-01-07"
"Life support switched off for Kiwi Kromwell Hayward hit by car on New Year's Eve in Brisbane","New Zealand Herald","2020-01-07"
"Hawke's Bay forest fire: Extent of blackened earth revealed as firefighters move in for third day","New Zealand Herald","2020-01-08"
"Wind drops as Napier forest fire battle continues","Stuff.co.nz","2020-01-08"
"Watch: Aerial footage reveals extent of forest fire at Tangoio, Hawke’s Bay","TVNZ","2020-01-08"
"Tangoio Settlement Road fire","New Zealand Herald","2020-01-08"
"Hawke's Bay forest fire: Good progress being made, firefighters say","New Zealand Herald","2020-01-08"
"Driver injured after truck rolls, beehives spill on to rural Waikato road","New Zealand Herald","2020-01-08"
"Revealed: New Zealand's most rejected baby names of 2019","New Zealand Herald","2020-01-08"
"Royal titles top list of rejected baby names in New Zealand for 2019","Stuff.co.nz","2020-01-08"
"Revealed: The baby names rejected by New Zealand officials in 2019","TVNZ","2020-01-08"
"The burning irony of our climate policy fix","Stuff.co.nz","2020-01-08"
"Australia bushfires: Smoke now moving over South America, more than 12,000km away","Newshub","2020-01-08"
"Smokey orange skies: The health effects and science behind it","Stuff.co.nz","2020-01-08"
"Kiwis donate generously to Australian bush fire relief fundraising efforts","New Zealand Herald","2020-01-08"
"ANZ waives money transfer fees for Australian bush fire donations","New Zealand Herald","2020-01-08"
"Lifeguards brace for mayhem on beaches as swimmers and cars jostle for position","Stuff.co.nz","2020-01-08"
"It's time to crack down on cyclists and ban them from main highways","Stuff.co.nz","2020-01-08"
"Quiz: Morning trivia challenge January 8","Stuff.co.nz","2020-01-08"
"Herald morning quiz: January 8","New Zealand Herald","2020-01-08"
"Fire investigator to determine cause of 'well involved' house fire in Auckland","Stuff.co.nz","2020-01-08"
"Hook, line, and sinker: Our fishing hobby that's bigger than rugby","Stuff.co.nz","2020-01-08"
"Dame Catherine Healy calls for more community support after sex worker slain","New Zealand Herald","2020-01-08"
"Christchurch woman killed while working on the street 'would've fought for her life'","Stuff.co.nz","2020-01-08"
"Attitudes to sex workers needs to change after alleged murder of Christchurch prostitute, Dame Catherine Healy says","TVNZ","2020-01-08"
"Sex worker identified as New Year's Eve homicide victim","New Zealand Herald","2020-01-08"
"Police ask residents to check for alleged murder victim's belongings","Stuff.co.nz","2020-01-08"
"Auckland restaurant Inca makes video to prove complaining customer wrong","Stuff.co.nz","2020-01-08"
"Extraordinary row breaks out over a glass of $14 Prosecco served at swanky restaurant","Daily Mail","2020-01-08"
"Kiwi fighting Oz inferno fears blaze may become 'megafire'","New Zealand Herald","2020-01-08"
"Former Dunedin woman warns of ‘mega fire’","RNZ","2020-01-08"
"Toddlers in car 'shunted' into Otago Harbour by overtaking driver","New Zealand Herald","2020-01-08"
"Toddlers in car 'shunted into harbour'","Otago Daily Times","2020-01-08"
"Christchurch bridge shooting: Man arrested, charged","Otago Daily Times","2020-01-08"
"Police arrest Jesse Grimwood for Christchurch street shooting","Stuff.co.nz","2020-01-08"
"Police seek 22yo Jesse Grimwood for allegedly shooting man on Christchurch bridge","Newshub","2020-01-08"
"Police hunting man in relation to Christchurch shooting","Newstalk ZB","2020-01-08"
"Man charged over Christchurch shooting","TVNZ","2020-01-08"
"Police bust finds over 1100 cannabis plants, $800k in cash at rural Feilding property","TVNZ","2020-01-08"
"More than 1000 cannabis plants, $800000 cash seized in Manawatu drug bust","Stuff.co.nz","2020-01-08"
"Police stumble across 1100 marijuana plants in Feilding, bust major cannabis operation","New Zealand Herald","2020-01-08"
"'Major' cannabis operation discovered in Feilding","Newshub","2020-01-08"
"Police find 1100 cannabis plants in Feilding sheds","RNZ","2020-01-08"
"Pregnant woman helped man shot on Christchurch bridge","Otago Daily Times","2020-01-08"
"Pregnant woman tells of aiding man shot on Christchurch bridge","New Zealand Herald","2020-01-08"
"Manhunt in Christchurch after person shot on bridge","RNZ","2020-01-08"
"Man in hospital after being shot in neck in Christchurch","Stuff.co.nz","2020-01-08"
"Cordons in place as police respond to 'serious incident' in Christchurch","TVNZ","2020-01-08"
"Falling tree injures woman and roofs lift off houses as high winds batter Dunedin","Stuff.co.nz","2020-01-08"
"Police to review investigation into missing mother Jamie Kaiwai","Stuff.co.nz","2020-01-08"
"More than $6000 raised for German backpackers robbed at Auckland mall","New Zealand Herald","2020-01-08"
"More than $6000 donated on Givealittle for German tourists robbed in Auckland","Newshub","2020-01-08"
"Rahui after death at Whakatane River","Stuff.co.nz","2020-01-08"
"'He never let me down' - Police dog handler mourns the death of Ike","Stuff.co.nz","2020-01-08"
"Manawatu Mayor praises police cannabis operation for 'stopping drugs in their tracks'","Newshub","2020-01-08"
"Lights back on for majority of Manawatu after widespread power outages","Stuff.co.nz","2020-01-08"
"Four children awarded $1.25m of dead dad's lotto prize","Otago Daily Times","2020-01-08"
"Strong local economy pushes Dunedin house values ahead of Christchurch","Stuff.co.nz","2020-01-08"
"One person dies in water-related incident, Whakatane","Newshub","2020-01-08"
"'Long lost grand-daughter' ripped off dementia sufferer","Stuff.co.nz","2020-01-08"
"New Year's Day death at Waihi Beach was a 'medical event', police say","New Zealand Herald","2020-01-08"
"Man likely died of 'medical event' following altercation in Waihi Beach on New Year's Day","TVNZ","2020-01-08"
"Waihi Beach death a 'medical event' say police","New Zealand Herald","2020-01-08"
"Investigation into New Year's Day death continues - The Bay's News First","SunLive","2020-01-08"
"New Year's Day Waihi Beach death likely a medical event","RNZ","2020-01-08"
