"Headline","Publisher","Date"
"Man charged after driving 3km with another man on his bullbar","Daily Telegraph","2019-12-26"
"Man clings to bull bar of fast-moving ute for 3km through Western Sydney","ABC News","2019-12-26"
"Defined by Boxing Day 2004: The disaster that changed everything","Stuff.co.nz","2019-12-26"
"Woman awarded $3k in damages after bad job reference 'breached privacy'","Stuff.co.nz","2019-12-26"
"Two injured after car fleeing police crashes in Auckland's Mt Eden","Stuff.co.nz","2019-12-26"
"Australian firefighters brace for 'extreme heatwave' amid bushfire crisis","Stuff.co.nz","2019-12-26"
"Christmas reprieve over: New heatwave warnings for NSW reignite fire dangers","TVNZ","2019-12-26"
"Australian firefighters, residents and koalas rely on Christmas spirit to grapple bushfires","Newshub","2019-12-26"
"Balmoral bushfire: Southern Highlands town ravaged by Green Wattle Creek blaze","NEWS.com.au","2019-12-26"
"Black Christmas: Australian bushfires rage on as hundreds of homes destroyed","New Zealand Herald","2019-12-26"
"Police seek help locating Kapiti Coast woman missing since yesterday","TVNZ","2019-12-26"
"Legionella bacteria found in spa at Point Erin Pools","RNZ","2019-12-26"
"Auckland family's Christmas 'ruined' after pet dog allegedly stolen","Stuff.co.nz","2019-12-26"
"Canterbury pub destroyed in Christmas Eve fire","Otago Daily Times","2019-12-26"
"Canterbury's Kirwee Tavern destroyed in Christmas Eve fire","Newshub","2019-12-26"
"Canterbury firefighters battle to save country pub from blaze overnight","RNZ","2019-12-26"
"Residents 'heartbroken' after historic Canterbury pub gutted in Christmas blaze","Stuff.co.nz","2019-12-26"
"Flames engulf Canterbury tavern in Christmas Eve blaze","TVNZ","2019-12-26"
"More than 20 places receive dual English and Maori names from Land Information New Zealand","New Zealand Herald","2019-12-26"
"Widespread fire restrictions in South Island","Otago Daily Times","2019-12-26"
"Fire and Emergency urge caution with widespread fire restrictions","RNZ","2019-12-26"
"Police urge public to report suspicious White Island eruption fundraising sites","New Zealand Herald","2019-12-26"
"Search For 2 Missing In Deadly Eruption Suspended: New Zealand Police","NDTV News","2019-12-26"
"More than $400000 raised for victims of White Island volcanic eruption","New Zealand Herald","2019-12-26"
"Australian White Island Volcano victim Chris Cozad named as 16th person to die after eruption","ABC News","2019-12-26"
"'Difficult and long road to recovery' for newlyweds burnt in Whakaari/White Island eruption","Stuff.co.nz","2019-12-26"
"No snakes on this plane: Wellington boy told to remove snake T-shirt before boarding South African flight","Newshub","2019-12-26"
"Hundreds sign petition opposing quad bike ban in Marlborough","Stuff.co.nz","2019-12-26"
"City Missions around New Zealand feed thousands for Christmas lunch","TVNZ","2019-12-26"
"Shark sighting closes Auckland's Orewa beach, with more set to make presence known this summer","Stuff.co.nz","2019-12-26"
"'Do not swim' warnings issued at Auckland North Shore beaches after large shark sighted","Newshub","2019-12-26"
"Popular Auckland beach closed after 'large' shark sighting","TVNZ","2019-12-26"
"Christmas Day water chaos: Sharks, orca sightings close Auckland beaches","New Zealand Herald","2019-12-26"
"'Do not swim' warnings issued after 2m shark sighted at Orewa Beach","New Zealand Herald","2019-12-26"
"He was arrested for disturbing the peace with his lawn mower. His neighbours 'could not take it anymore,' police said.","New Zealand Herald","2019-12-26"
"He was arrested for disturbing the peace with his lawn mower. His neighbors ‘could not take it anymore,’ police said.","Daytona Beach News-Journal","2019-12-26"
"Spanish police investigate British family's pool deaths","Stuff.co.nz","2019-12-26"
"Three UK tourists from same family drown at Spanish resort","Newshub","2019-12-26"
"Divers find nine-year-old girl's swimming cap in Costa Del Sol pool","Daily Mail","2019-12-26"
"Costa Del Sol deaths: Brit mum whose husband & two kids drowned in swimming pool ‘prayed for their hearts to b","The Sun","2019-12-26"
"Costa del Sol deaths: Police launch investigation after father and brother drown ‘trying to save nine-year-old girl’ in swimming pool","The Independent","2019-12-26"
"Red panda cub and zebra foal born at Auckland Zoo over Christmas","Stuff.co.nz","2019-12-26"
"Meghan Markle's friend defends duchess against claims Christmas card was Photoshopped","Stuff.co.nz","2019-12-26"
"Royal photographer defends Harry and Meghan's 'Photoshopped' Christmas card","New Zealand Herald","2019-12-26"
"The real reason why Prince Harry isn't in the photo of the Queen's Christmas message","Newshub","2019-12-26"
"Prince William and Kate Middleton: 'Merry Christmas to all our followers'","Stuff.co.nz","2019-12-26"
"Prince Harry and Meghan accused of Photoshopping their Christmas card","New Zealand Herald","2019-12-26"
"Wellington stores tempt thousands of shoppers with Boxing Day bargains","Stuff.co.nz","2019-12-26"
"Boxing Day weather: The unsettled summer continues","New Zealand Herald","2019-12-26"
"Boxing Day barbecue weather likely - The Bay's News First","SunLive","2019-12-26"
"Boxing Day dry for many, rain for parts of central, eastern North Island, thunderstorm risk","Stuff.co.nz","2019-12-26"
"New Year's Eve weather: Outlook good for summer-starved Kiwis","New Zealand Herald","2019-12-26"
"Racing: Ellerslie crowns Boxing Day fashion winners","New Zealand Herald","2019-12-26"
"Government bans Saudi journalist Jamal Khashoggi's killers from visiting New Zealand","Stuff.co.nz","2019-12-26"
"Israeli PM evacuated from rally after rocket fired from Gaza","Stuff.co.nz","2019-12-26"
"Benjamin Netanyahu takes shelter after rocket launched from Gaza","The Guardian","2019-12-26"
"Israeli lawmaker aims to oust Netanyahu in Likud primary","Washington Post","2019-12-26"
"Rocket attacks on Israel force Prime Minister Benjamin Netanyahu to be evacuated during election rally","The Sun","2019-12-26"
"Benjamin Netanyahu: weakened Israeli PM faces primary vote","The Guardian","2019-12-26"
"Boxing Day Trade Me's biggest 'new listing' day","RNZ","2019-12-26"
"Nearly 5000 unwanted Christmas gifts listed on TradeMe pop-up store","Stuff.co.nz","2019-12-26"
"Trade Me dedicates section of website as unwanted gifts flood in","TVNZ","2019-12-26"
"Close to 5000 unloved Christmas gifts resurface on Trade Me","New Zealand Herald","2019-12-26"
"Unwanted gift selling already in full swing - The Bay's News First","SunLive","2019-12-26"
"Kensington Palace offers glimpse of family life for young royals with adorable new photo","TVNZ","2019-12-26"
"Three hurt in Christmas morning stabbing","Otago Daily Times","2019-12-26"
"Young dad stabbed on Christmas morning in Hamilton street fight","Stuff.co.nz","2019-12-26"
"One stabbed, two injured in Hamilton 'disorder' incident","Newshub","2019-12-26"
"Several injured, one seriously, after stabbing on Hamilton street","New Zealand Herald","2019-12-26"
"One person seriously injured after early morning stabbing in Hamilton","TVNZ","2019-12-26"
"Liquidators work to 'freeze' assets of Eric Watson's Cullen Group","Stuff.co.nz","2019-12-26"
"Boxing Day madness begins: Shoppers queue early to bag best bargains","New Zealand Herald","2019-12-26"
"'It has become a bit of a tradition for us...' - Shoppers queue up from 3am for Boxing Day bargains","Stoke-on-Trent Live","2019-12-26"
"Jay-Jay Feeney treats her new boyfriend to a classic Kiwi Christmas","Stuff.co.nz","2019-12-26"
"81 measles deaths now in Samoa","RNZ","2019-12-26"
"Taranaki nurse back home after helping with Samoa's deadly measles outbreak","Stuff.co.nz","2019-12-26"
"Death toll from Samoa's measles outbreak reaches 80 as one person dies overnight","TVNZ","2019-12-26"
"80th measles death in Samoa confirmed by government","RNZ","2019-12-26"
"Samoa measles outbreak: Death toll rises to 80 on Christmas","Stuff.co.nz","2019-12-26"
"The PM's hardest year: Jacinda Ardern opens up about the toll of the Christchurch shooting as she reflects on 2019","Newshub","2019-12-26"
"Northland man's unusual gift for PM Jacinda Ardern inspires Ashburton art show","New Zealand Herald","2019-12-26"
"Boeing discloses 'very disturbing' messages on Max plane","Stuff.co.nz","2019-12-26"
"New Boeing documents show 'very disturbing picture' about concerns over the 737 MAX","Daily Mail","2019-12-26"
"New Boeing documents show employee concerns about 737 MAX jet","Al Jazeera America","2019-12-26"
"Boeing Gives the FAA 'Very Disturbing' Internal Memos About the 737 MAX","TIME","2019-12-26"
"Fired Boeing CEO Dennis Muilenburg could walk away with a $52MILLION payout","Daily Mail","2019-12-26"
"Jacinda Ardern's Christmas message: 'Find a little bit of peace after tough year for NZ'","New Zealand Herald","2019-12-26"
"Melania Trump silently forges path through impeachment","New Zealand Herald","2019-12-26"
"Watch out for deceitful 'discounts' - The Bay's News First","SunLive","2019-12-26"
"Boxing Day bargains lure thousands of shoppers to Christchurch malls","Stuff.co.nz","2019-12-26"
"Sea lion 'still feisty' after fall to US highway","Stuff.co.nz","2019-12-26"
"Donald Trump: Home Alone 2 cameo was an 'honour'","Stuff.co.nz","2019-12-26"
"Trumps wish Americans 'Merry Christmas' as they mark holiday in Florida","TVNZ","2019-12-26"
"Melania Trump snub: Barron Trump 'downgraded' in White House in shock move","Express.co.uk","2019-12-26"
"Trump touts record holiday retail sales a day after admitting he hadn't gotten Melania a gift","Daily Mail","2019-12-26"
"Trumps attend music-filled church service on Christmas Eve","TVNZ","2019-12-26"
"Lessons will be learnt from Wellington wastewater disaster, mayor says","Stuff.co.nz","2019-12-26"
"Sunshine and sales signs keep Nelson shoppers out and about on Boxing Day","Stuff.co.nz","2019-12-26"
"Woman, two children found dead on Christmas Day","Otago Daily Times","2019-12-26"
"2 Children, Woman Dead After Incident by Parking Garage","WOWK 13 News","2019-12-26"
"Boston police commissioner on death of woman, two children found near Boston parking garage","WCVB Channel 5 Boston","2019-12-26"
"BPD: Woman, 2 children dead after being found unconscious near Boston parking garage","Boston 25 News","2019-12-26"
"Woman and 2 Children Found Dead on Sidewalk Near Boston Parking Garage","TIME","2019-12-26"
"Kim Kardashian buys daughter North a $145k jacket owned by Michael Jackson","New Zealand Herald","2019-12-26"
"Kardashians' Christmas party held at Kourtney's $8.5m mansion","Daily Mail","2019-12-26"
"Kim K in 'favouritism' storm as she posts Christmas photo for one of her kids","Mirror Online","2019-12-26"
"KimYe Gifts North West a Jacket Worn by Michael Jackson for Christmas","The Source","2019-12-26"
"Kim Kardashian, Kanye West give 6-year-old daughter, North Michael Jackson's jacket","CANOE","2019-12-26"
"Scary moment as tiger rushes window at Irish zoo","Stuff.co.nz","2019-12-26"
"A rather Kiwi Christmas for Defence Force personnel stationed overseas","RNZ","2019-12-26"
"Notre Dame rector: Fragile cathedral might not be saved","New Zealand Herald","2019-12-26"
"Notre Dame Cathedral stays dark for first time in 200 years","The Guardian","2019-12-26"
"Fire-ravaged Notre Dame 'has only 50 per cent chance of being entirely saved'","Daily Mail","2019-12-26"
"There Will Be No Christmas at Notre-Dame","The New York Times","2019-12-26"
"For Paris, a Christmas without Notre Dame - its first in more than 200 years","New Zealand Herald","2019-12-26"
"Seven crashes, two dead, eight injured: Napier-Taupo Rd's awful Christmas toll","New Zealand Herald","2019-12-26"
"Seven crashes, two dead, eight injured - all on one stretch of road","Newstalk ZB","2019-12-26"
"Crushing Russia-backed military offensive kills dozens in Syria","Stuff.co.nz","2019-12-26"
"Will Syria's Idlib fall? | Inside Story","Al Jazeera English","2019-12-26"
"Russian-backed Syrian offensive kills dozens, displaces tens of thousands","The Washington Post","2019-12-26"
"Thousands flee north-west Syria amid fierce assault by Assad","The Guardian","2019-12-26"
"Tens of thousands flee as Syrian forces continue Idlib advance","Al Jazeera English","2019-12-26"
"Kylie Minogue's stunning blast from the past in new tourism advert","New Zealand Herald","2019-12-26"
"Aussie singer Kylie Minogue begs Brexit-fatigued Britons to head down under","TVNZ","2019-12-26"
"The new Australian marketing video with Kylie Minogue","thedailyblog.co.nz","2019-12-26"
"Kylie Minogue returns as classic Neighbours character Charlene Robinson","Mirror Online","2019-12-26"
"Pop singer Kylie Minogue reveals her surprising New Years resolutions","Daily Mail","2019-12-26"
"A homeless man longs to see his daughter on Christmas. Can he find $27 for a bus ticket?","New Zealand Herald","2019-12-26"
"New construction seen at missile-related site in North Korea","New Zealand Herald","2019-12-26"
"Trump: North Korea's Christmas gift to US may be 'beautiful vase' rather than missile launch","Stuff.co.nz","2019-12-26"
"China calls on US to take \"concrete steps\" with North Korea","CNN International","2019-12-26"
"US President Trump brushes off North Korean 'Christmas gift' warning","New Zealand Herald","2019-12-26"
"Donald Trump is ready to handle North Korea's 'Christmas surprise' - It might be a beautiful vase","The Sun","2019-12-26"
"Families, friends and strangers celebrate","Otago Daily Times","2019-12-26"
"Visitors ignore ban, continue to visit Mermaid Pools in Northland - hapu","Newshub","2019-12-26"
"Rotorua's Rotokakahi Lake 'desecrated' as bike trails lead to swimming","Stuff.co.nz","2019-12-26"
"Bunnings closure a 'bombshell', says Te Aroha mayor","Stuff.co.nz","2019-12-26"
"Waikanae locals urge Bunnings' bosses to reverse closure decision - 'It's appalling'","TVNZ","2019-12-26"
"Two Bunnings stores to close days after Christmas in blow for workers","Newstalk ZB","2019-12-26"
"Bunnings sheds little light on Xmas store closures","Stuff.co.nz","2019-12-26"
"Bunnings store closures 'came out of the blue' for store workers, union says","TVNZ","2019-12-26"
"Adele is 'unrecognisable' in new Christmas party photos","Stuff.co.nz","2019-12-26"
"Adele looks unrecognisable and glamorous in photos after weight loss","PINKVILLA","2019-12-26"
"Adele fans blast media for being obsessed with singer's apparent weight loss","The Daily Dot","2019-12-26"
"Adele And The Grinch Are Stealing Christmas In A Fabulous Photo","HuffPost","2019-12-26"
"Santa hat toss, a Christmas ball and a snow wonderland: World in Photos, Dec. 24","ABC News","2019-12-26"
"Hunt for Swedish tourist lost in West Coast bush resumes after more than 2 years","Stuff.co.nz","2019-12-26"
"US police officer creates Christmas 'investigation' for neighbour, 3","Stuff.co.nz","2019-12-26"
"Prince Philip leaves hospital to join Queen for Christmas","New Zealand Herald","2019-12-26"
"Prince Phillip discharged from hospital, flown to join royal family for traditional Christmas","TVNZ","2019-12-26"
"Prince Philip leaves hospital in time for Christmas","Newshub","2019-12-26"
"Prince Philip health: Heartbreaking reason why the Queen didn’t visit Philip in hospital","Express","2019-12-26"
"Prince Charles Gives Update on Prince Philip's Health","Showbiz Cheat Sheet","2019-12-26"
"Crossovers & Cables – More or Less?","Sail World","2019-12-26"
"Sydney-Hobart: InfoTrack out of Sydney Harbour ahead of the fleet","Stuff.co.nz","2019-12-26"
"Sydney Hobart: Trends in sail selection","Scuttlebutt Sailing News","2019-12-26"
"Favourable wind conditions set to give Wild Oats edge over Comanche","Sydney Morning Herald","2019-12-26"
"Sydney to Hobart 1998: Horror day retold in new book extract","NEWS.com.au","2019-12-26"
"'Best Christmas present': Rainfall brings bushfire relief for NSW residents","Stuff.co.nz","2019-12-26"
"Christmas Day weather: Thunderstorms, 'severe weather potential' in North Island","Newshub","2019-12-26"
"Christmas Day weather: Severe weather and thunderstorms across much of the country","New Zealand Herald","2019-12-26"
"Thunderstorms and showers for central North Island, unusually cool further south","Stuff.co.nz","2019-12-26"
"Diesel vehicles keeping Wellington from world-beating air quality - NIWA","Stuff.co.nz","2019-12-29"
"Lotto winner from Twizel wins more than $17 million on Powerful","TVNZ","2019-12-29"
"Lucky Lotto punter scoops $17.1m in Powerball","New Zealand Herald","2019-12-29"
"Twizel buzzing with news of $17m Powerball win","Newshub","2019-12-29"
"Powerball player from Twizel wins millions","Stuff.co.nz","2019-12-29"
"Twizel abuzz after $17.1m Lotto jackpot win: 'It's such a big thing for a small town'","New Zealand Herald","2019-12-29"
"Air Force chopper joins hunt for missing cruise ship passenger off Hawke's Bay","New Zealand Herald","2019-12-29"
"Australia vs New Zealand: Four-day defeat despite Tom Blundell century","Stuff.co.nz","2019-12-29"
"Live cricket updates: Black Caps v Australia, Boxing Day test, day four at the Melbourne Cricket Ground","New Zealand Herald","2019-12-29"
"Australia sniff series victory at Boxing Day test","Otago Daily Times","2019-12-29"
"Sir Richard Hadlee and Greg Chappell hammer home fears for test cricket","Stuff.co.nz","2019-12-29"
"Cricket: Tom Blundell's century in vain as Black Caps thrashed by Australia in Boxing Day test","New Zealand Herald","2019-12-29"
"Beauden Barrett among All Blacks to scull beer for the Justice for Jordie 'movement'","Stuff.co.nz","2019-12-29"
"All Blacks star kicked out of MCG during test","Otago Daily Times","2019-12-29"
"'Absolute joke': Fans fume after ABs star evicted from MCG","Radio Sport","2019-12-29"
"Fair dinkum? All Black Jordie Barrett gets the biff for doing the same as Aussie hero","Stuff.co.nz","2019-12-29"
"Cricket: All Blacks star Jordie Barrett kicked out of Melbourne Cricket Ground during Black Caps test","New Zealand Herald","2019-12-29"
"Kiwi tourists trapped in Fiji hotel by cyclone charged $800 a night","Newshub","2019-12-29"
"ZM radio host Megan Papas 'stranded' in Fiji during Cyclone Sarai","Stuff.co.nz","2019-12-29"
"Tropical Cyclone Sarai: Auckland family hunkers down as category 2 storm lashes Fiji","New Zealand Herald","2019-12-29"
"Body of missing man found as Cyclone Sarai lashes Fiji's southern islands","TVNZ","2019-12-29"
"Teenager drowns in Fiji as Cyclone Sarai bashes island nation","Newshub","2019-12-29"
"InterCity bus driver has 'panic attack' after realising he couldn't drive a manual","Newshub","2019-12-29"
"Fireworks believed to have started massive Coromandel fire","Stuff.co.nz","2019-12-29"
"Community 'gutted' over removal of Whitianga-based rescue helicopter","New Zealand Herald","2019-12-29"
"Fight to restore Thames-Coromandel Rescue helicopter to begin","Stuff.co.nz","2019-12-29"
"Lack of rescue helicopter in Coromandel could mean 'life or death'","1 NEWS","2019-12-29"
"'Get out of there': 30000 holiday-makers urged to flee hot spot","New Zealand Herald","2019-12-29"
"Seeds, deer testicles and live cat: The unwanted guests at New Zealand's borders","Stuff.co.nz","2019-12-29"
"Thai cave Navy Seal rescuer dies of infection","Stuff.co.nz","2019-12-29"
"Thai cave hero dies from infection contracted during rescue","Newstalk ZB","2019-12-29"
"Thai cave rescuer dies from year-long blood infection","BBC News","2019-12-29"
"Thai Navy SEAL Dies After Yearlong Infection After Cave Rescue","NDTV News","2019-12-29"
"Thai navy Seal dies of infection from cave rescue","The Guardian","2019-12-29"
"Sharing paradise: How Mahia's boom comes with a catch","Stuff.co.nz","2019-12-29"
"Mahia: The town overrun at summer","New Zealand Herald","2019-12-29"
"It was the second-deadliest Atlantic hurricane of 2019, but you probably can't name it","Stuff.co.nz","2019-12-29"
"Pedestrian killed on 'quiet' Blenheim street","Stuff.co.nz","2019-12-29"
"Quiz: Morning trivia challenge December 29","Stuff.co.nz","2019-12-29"
"Fine weather forecast across New Zealand for the start of 2020","Stuff.co.nz","2019-12-29"
"What a cracker! Nice fine weather on the cards to end 2019 and start 2020","New Zealand Herald","2019-12-29"
"Sydney fireworks: Thousands sign petition to cancel 'insulting' show","Stuff.co.nz","2019-12-29"
"Australia fires: Volunteer firefighters to receive compensation","BBC News","2019-12-29"
"Australian government agrees to compensate NSW volunteer firefighters","TVNZ","2019-12-29"
"Australian bushfires: Horror conditions forecast for New Year’s Eve","NEWS.com.au","2019-12-29"
"Almost a third of New South Wales koalas feared dead due to bushfires","Newshub","2019-12-29"
"One person dead following single-car crash north of Wellington","TVNZ","2019-12-29"
"Helicopter tours criticised after deadly Hawaii crash which killed at least 6","Stuff.co.nz","2019-12-29"
"Remains of six people found after Hawaii tour helicopter crash","Newshub","2019-12-29"
"Pictured: Victims of the Hawaii helicopter crash that left seven dead","Daily Mail","2019-12-29"
"Six bodies recovered after Hawaii helicopter crash","Stuff.co.nz","2019-12-29"
"6 Dead in Hawaii Helicopter Crash, 1 Missing as Search Continues","TIME","2019-12-29"
"'Ghost boat' containing human bodies, heads washes up in Japan","Newshub","2019-12-29"
"Seven bodies found on suspected North Korean fishing boat in Japan","The Guardian","2019-12-29"
"North Korean ‘ghost boat’ carrying human heads and skeletons washes up in Japan","The Sun","2019-12-29"
"Suspected North Korean boat with bodies found in Japan","Washington Post","2019-12-29"
"Touching gesture: Black Cap Tom Blundell's message in historic century","New Zealand Herald","2019-12-29"
"Australia vs New Zealand: Heat on Kane Williamson after Boxing Day test blowout","Stuff.co.nz","2019-12-29"
"Blackcaps v Australia: Hosts thrash Blackcaps in Boxing Day test at Melbourne Cricket Ground","Newshub","2019-12-29"
"Lyon takes five as Australia roll fighting New Zealand in second Test","The Age","2019-12-29"
"Trent Boult broke hand after being struck by Starc bouncer (video in story)","TVNZ","2019-12-29"
"Napier-Taupo Rd crash victim was a 'little warrior'","New Zealand Herald","2019-12-29"
"Ice skate causes 'significant laceration' to NHL player Ilya Mikheyev's wrist","Stuff.co.nz","2019-12-29"
"NHL Highlights | Rangers @ Maple Leafs 12/28/19","NHL","2019-12-29"
"NY Rangers vs. Toronto Maple Leafs Prediction, Preview, and Odds - 12-28-2019","Winners and Whiners","2019-12-29"
"Mikheyev recovering in hospital, expected to miss at least 3 months after laceration injury","CP24 Toronto's Breaking News","2019-12-29"
"NHL Plays Of The Week: 3 Goals In Under 60 Seconds! | Steve's Hat-Picks","SPORTSNET","2019-12-29"
"'Better off dead' after loose bolt causes crash","Stuff.co.nz","2019-12-29"
"Zac Efron flown to Australian hospital: reports","Stuff.co.nz","2019-12-29"
"Zac Efron rushed to Australian hospital from film set in Papua New Guinea","New Zealand Herald","2019-12-29"
"Zac Efron flown to hospital after 'life-or-death' medical emergency - report","Newshub","2019-12-29"
"Zac Efron 'rushed to hospital by plane' after 'life or death medical emergency'","Mirror Online","2019-12-29"
"Zac Efron ‘rushed to hospital after contracting deadly illness’ in Papua New Guinea","The Independent","2019-12-29"
"Marine heatwave pushes temperatures 5C above normal","RNZ","2019-12-29"
"Pacific's 'hot blob' to hang around for summer","New Zealand Herald","2019-12-29"
"Marine heatwave pushes temperatures 5C above normal off NZ's coast","TVNZ","2019-12-29"
"Red 'blob' suddenly appears on heat maps off the coast of New Zealand","Daily Mail","2019-12-29"
"Giant Hot Blob Three Times Size of New Zealand Threatens Oceanic Life Off Country's Coast – Report","Sputnik International","2019-12-29"
"Northern Bass motorists be warned: Traffic chaos expected north of Auckland","Newshub","2019-12-29"
"Going away for New Year's? Expect heavy traffic on the highways","New Zealand Herald","2019-12-29"
"Man killed over $1 in New York mugging","TVNZ","2019-12-29"
"US man dies after being beaten, robbed of $1 while defending partner on Christmas Eve","Newshub","2019-12-29"
"Man dies after being beaten in Christmas Eve mugging for $1","CBS News","2019-12-29"
"Man, 60, dies after beating in $1 Christmas Eve mugging","WHEC","2019-12-29"
"Man, 61, dies 4 days after savage Christmas Eve mugging over just 76p","Mirror Online","2019-12-29"
"Game of Thrones actor found dead on Christmas Eve","New Zealand Herald","2019-12-29"
"Game of Thrones actor dies suddenly on Christmas Eve","Stuff.co.nz","2019-12-29"
"Alfie Allen pays tribute to his Game of Thrones stand in after actor Andrew Dunbar passed away","Daily Mail","2019-12-29"
"Tributes paid to NI Game of Thrones extra Andrew Dunbar following sudden death","Belfast Telegraph","2019-12-29"
"Game Of Thrones' Alfie Allen pays tribute to tragic Andrew Dunbar after sudden death","Mirror Online","2019-12-29"
"Former council candidate defends stabbing 'berserk' sea lion with spear on Dunedin beach","TVNZ","2019-12-29"
"Former council candidate stabs endangered sea lion, says animal was 'berserk'","New Zealand Herald","2019-12-29"
"The refugee camp on the Greek island of Samos: Glimmers of hope in the despair","Stuff.co.nz","2019-12-29"
"Far North drowning tragedy: Coastguard volunteer's desperate bid to save woman's life after boat flipped","New Zealand Herald","2019-12-29"
"Fears the summer drowning toll will rise as authorities plea with Kiwis to stay safe","TVNZ","2019-12-29"
"England on course for huge comeback win against Proteas","Stuff.co.nz","2019-12-29"
"Recent Match Report - South Africa vs England, ICC World Test Championship, 1st Test","ESPNcricinfo.com","2019-12-29"
"Cricket: South Africa take control of first test against England","Newshub","2019-12-29"
"England's Jofra Archer escapes bowling ban from beamer row in South Africa","Stuff.co.nz","2019-12-29"
"Finger fracture ends Markram's England series","SuperSport","2019-12-29"
"George Michael's sister Melanie Panayiotou dies aged 55 on Christmas Day","Newshub","2019-12-29"
"George Michael's sister dies exactly three years after his death","Stuff.co.nz","2019-12-29"
"Andrew Ridgeley shares heartache over death of Wham! co-star George Michael's sister Melanie","New Zealand Herald","2019-12-29"
"George Michael's sister dies on anniversary of his death","RNZ","2019-12-29"
"George Michael’s sister 'to be buried next to his unmarked grave in north London'","Mirror Online","2019-12-29"
"'Fighting a losing battle': Inside Buckingham Palace's secret PR war","New Zealand Herald","2019-12-29"
"Harry, Meghan file Sussex Royal trademark covering books, clothes","Newshub","2019-12-29"
"Canadian restaurant rejects Prince Harry and Duchess Meghan","Stuff.co.nz","2019-12-29"
"Canadian restaurant rejects Meghan and Harry","New Zealand Herald","2019-12-29"
"Harry and Meghan rejected on Christmas Day by popular Canadian restaurant","Newshub","2019-12-29"
"Fellow US Navy SEALs call Edward Gallagher, acquitted of war crimes, 'evil' in leaked videos","TVNZ","2019-12-29"
"Leaked videos: Navy SEALs call platoon leader 'evil'","CNN","2019-12-29"
"Edward Gallagher: Navy Seals called platoon leader 'freaking evil'","BBC News","2019-12-29"
"Navy Seal Edward Gallagher described by his own unit as 'evil', 'toxic' and 'perfectly OK with killing anybody'","The Telegraph","2019-12-29"
"“Freaking Evil”: SEALs Condemn Trump’s War Criminal Buddy in Leaked Testimony","Vanity Fair","2019-12-29"
"Four hurt in early morning crash in Dunedin","Otago Daily Times","2019-12-29"
"Four injured, one seriously, in Dunedin two-car crash","Newshub","2019-12-29"
"Auckland 12-year-old missing for five days found safe and well","TVNZ","2019-12-29"
"Auckland girl, 12, missing for six days found","Stuff.co.nz","2019-12-29"
"26 children found behind false wall at US daycare centre","Stuff.co.nz","2019-12-29"
"26 kids found hidden behind a phony barrier at daycare, many ‘dehydrated and wearing dirty diapers’","The Sun","2019-12-29"
"Nursery owner accused of hiding 26 toddlers in basement behind false wall","Metro.co.uk","2019-12-29"
"California mother says Colorado daycare owner charged with abuse victimized her family decades ago","FOX21News.com","2019-12-29"
"Daycare owner and employees post bail, expected in court on Jan. 2","KOAA 5","2019-12-29"
"Greta Thunberg sums up 2019 in five ominous words","Newshub","2019-12-29"
"BBC put presenter on a plane to interview Greta Thunberg","The Guardian","2019-12-29"
"\"Our House Is On Fire\": Greta Thunberg's #2019in5words","NDTV News","2019-12-29"
"BBC put a presenter on a flight to Sweden to meet climate activist Greta Thunberg","Daily Mail","2019-12-29"
"Greta Thunberg to interview David Attenborough in special edition of BBC Radio 4 ‘Today’ show","The Independent","2019-12-29"
"Embers are the biggest threat to family home farm in Australia","Stuff.co.nz","2019-12-29"
"Undies flushed down Interislander ferry to blame for urine shower that hit passengers","New Zealand Herald","2019-12-29"
"Truck bomb explodes in Somalia's capital, killing at least 78 people","Stuff.co.nz","2019-12-29"
"Death toll from Somalia car bomb blast reaches 90","Newshub","2019-12-29"
"Aftermath of fatal truck bomb explosion in Mogadishu","Guardian News","2019-12-29"
"Rush-hour vehicle bomb kills dozens in Somali capital","BBC News","2019-12-29"
"At least 13 killed in Somalia blast","Newshub","2019-12-29"
"Lily Allen sparks engagement talk on walk with boyfriend David Harbour","Stuff.co.nz","2019-12-29"
"Russia's new nuclear weapon can travel 27 times the speed of sound","TVNZ","2019-12-29"
"Russia's Avangard hypersonic weapon can travel 27 times the speed of sound","Stuff.co.nz","2019-12-29"
"Russia says it deployed hypersonic nuclear-capable missile, Vladimir Putin chuffed","Newshub","2019-12-29"
"Russia's new intercontinental hypersonic weapon travels 27 times the speed of sound","New Zealand Herald","2019-12-29"
"How will Russia's new hypersonic missile affect global arms race? | Inside Story","Al Jazeera English","2019-12-29"
"The biggest tech flops of the decade","Stuff.co.nz","2019-12-29"
"Australian woman surprised by friendly, yet extremely dehydrated koala encounter","Newshub","2019-12-29"
"Incredible moment koala stops cyclist to drink water","New Zealand Herald","2019-12-29"
"Australian wildfires wipe a THIRD of all koalas in the country as experts warn of extinction","The Sun","2019-12-29"
"One third of the koala population on Australia's east coast has been wiped out","Daily Mail","2019-12-29"
"'We're helpless': thousands of koalas probably dead after wildfires","Guardian News","2019-12-29"
"Rugby: All Blacks snubbed in RugbyPass' top 30 players of 2019","New Zealand Herald","2019-12-29"
"More Springboks than All Blacks: The world's 10 best rugby players","Stuff.co.nz","2019-12-29"
"Will Greenwood's 'unmissable' new drop kick style should take the Rugby World by storm in 2020","Rugby OnSlaught","2019-12-29"
